medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	observations
289613017	Other specified reticulosarcoma or lymphosarcoma	B60y	B60y.00	188487008	5
6246151000006111	Ovarian cancer	^ESCTOV624615		363443007	80
7029511000006116	Ovarian cancer stage 1	^ESCTOV702951		424600001	3
7027281000006117	Ovarian cancer stage 2	^ESCTOV702728		424486004	1
7008251000006117	Ovarian cancer stage 3	^ESCTOV700825		423480004	10
7004631000006116	Ovarian cancer stage 4	^ESCTOV700463		423274005	10
6995681000006111	Ovarian cancer, disseminated	^ESCTOV699568		422782004	200
12000281000006112	Ovarian clear cell adenocarcinoma	^ESCT1200028		763131005	2
4036871000006113	Ovarian metastasis	^ESCTOV403687		94455000	40
4356651000006116	Ovarian tumor	^ESCTOV435665		123843001	2
4356641000006118	Ovarian tumour	^ESCTOV435664		123843001	10
173816012	Overlapping malignant melanoma of skin	B32y0	B32y000	109267002	2
396551000006118	Overlapping malignant neoplasm of bone and articular cartilage	Byu32	Byu3200	109347009	20
720631000006115	Overlapping malignant neoplasm of brain	B51y2	B51y200	109912006	30
396581000006114	Overlapping malignant neoplasm of female genital organs	Byu72	Byu7200	109878000	8
4163451000006114	Overlapping malignant neoplasm of heart, mediastinum and pleura	^ESCTOV416345		109384006	2
396571000006111	Overlapping malignant neoplasm of ill-defined site	ByuC1	ByuC100	109358000	2
4170271000006116	Overlapping malignant neoplasm of lip	^ESCTOV417027		109822001	1
396591000006112	Overlapping malignant neoplasm of male genital organs	Byu81	Byu8100	109874003	1
288472018	Overlapping malignant neoplasm of mouth	B057	B057.00	1092831000000100	400
4170451000006110	Overlapping malignant neoplasm of oropharynx	^ESCTOV417045		109832008	1
4170611000006111	Overlapping malignant neoplasm of rectum, anus and anal canal	^ESCTOV417061		109839004	2
292135013	Overlapping malignant neoplasm of skin	Byu5A	Byu5A00	109264009	60
4170561000006113	Overlapping malignant neoplasm of small intestine	^ESCTOV417056		109837002	1
723321000006117	Overlapping malignant neoplasm of tonsil	B0602	B060200	110013004	20
723341000006112	Overlapping malignant neoplasm of vulva	B45y0	B45y000	109885001	20
7621051000006117	Overlapping squamous cell carcinoma of hypopharynx	^ESCTOV762105		707628004	2
7617431000006116	Overlapping squamous cell carcinoma of larynx	^ESCTOV761743		707429002	10
7619171000006117	Overlapping squamous cell carcinoma of oropharynx	^ESCTOV761917		707529004	20
314621000006117	Oxyphilic adenocarcinoma	BB5W1	BB5W100	57596004	100
7274691000006118	Oxyphilic adenocarcinoma	^ESCTOX727469		443261008	1
2566401000006115	Pacinian tumour	^ESCTPA256640		4230004	3
314671000006116	Paget's disease and infiltrating duct carcinoma of breast	BB9K	BB9K.00	82591005	600
3387071000006114	Paget's disease and intraductal carcinoma of breast	^ESCTPA338707		54666007	90
6056051000006116	Pain of Metastatic Malignancy	^ESCTPA605605		315241008	2
5559981000006116	Palate carcinoma	^ESCTPA555998		274084007	5
7698451000006111	Palliative debulking of tumour for symptom relief	^ESCTPA769845		712999003	2
5347331000006111	Pancoast tumor	^ESCTPA534733		254638002	1
5347311000006117	Pancoast tumour	^ESCTPA534731		254638002	100
7534921000006119	Pancreatic adenocarcinoma	^ESCTPA753492		700423003	40
6245401000006113	Pancreatic cancer	^ESCTPA624540		363418001	600
13920511000006112	Pancreatic ductal adenocarcinoma	^ESCT1392051		792907004	300
4419101000006119	Pancreatic endocrine tumour	^ESCTPA441910		128878003	4
13788281000006118	Pancreatic endocrine tumour	^ESCT1378828		126864006	3
4037051000006113	Pancreatic metastasis	^ESCTPA403705		94459006	4
291431013	Papillary adenocarcinoma	BB5T1	BB5T100	4797003	800
314791000006110	Papillary and follicular adenocarcinoma	BB5f6	BB5f600	189643000	1000
291343010	Papillary carcinoma	BB22	BB22.00	25910003	7000
2849461000006115	Papillary carcinoma, follicular variant	^ESCTPA284946		21968007	2
6981471000006111	Papillary carcinoma, solid	^ESCTPA698147		421980000	1
4412951000006110	Papillary carcinoma, tall cell	^ESCTPA441295		128677005	1
291510012	Papillary cystadenocarcinoma	BB815	BB81500	2735009	80
4418221000006111	Papillary cystadenoma, borderline malignancy	^ESCTPA441822		128850004	1
1216230014	Papillary cystic tumour	BB81L	BB81L00	27078002	600
4412911000006114	Papillary microcarcinoma	^ESCTPA441291		128674003	8
3620201000006112	Papillary mucinous cystadenocarcinoma	^ESCTPA362020		68880006	7
4418451000006118	Papillary mucinous tumour of low malignant potential	^ESCTPA441845		128853002	50
7959591000006116	Papillary renal cell carcinoma	^ESCTPA795959		733607005	2
7959601000006112	Papillary renal cell carcinoma	^ESCTPA795960		733608000	300
3967611000006117	Papillary serous adenocarcinoma	^ESCTPA396761		90282004	3
3967601000006115	Papillary serous cystadenocarcinoma	^ESCTPA396760		90282004	10
4418281000006110	Papillary serous tumour of low malignant potential	^ESCTPA441828		128851000	4
315011000006119	Papillary squamous cell carcinoma	BB26	BB26.00	39056008	1000
13964401000006110	Papillary squamous cell carcinoma of nasopharynx	^ESCT1396440		870327007	9
5354751000006112	Papillary thyroid carcinoma	^ESCTPA535475		255029007	3000
7761601000006113	Papillary thyroid carcinoma with renal papillary neoplasia	^ESCTPA776160		717734005	1
5354781000006116	Papillary thyroid carcinoma, follicular variant	^ESCTPA535478		255030002	4
315031000006113	Papillary transitional cell carcinoma	BB4A	BB4A.00	12400006	4000
7260721000006110	Papillary tumor	^ESCTPA726072		442172002	6
7260731000006113	Papillary tumour	^ESCTPA726073		442172002	30
14462221000006112	Papillary tumour of pineal region	^ESCT1446222		1156472008	7
2697401000006114	Papillary urothelial carcinoma	^ESCTPA269740		12400006	20
4412041000006112	Papillary urothelial neoplasm of low malignant potential	^ESCTPA441204		128625004	5
4150771000006110	Paraganglioma and glomus tumor	^ESCTPA415077		107694002	1
4255511000006116	Paraganglioma AND/OR glomus tumour	^ESCTPA425551		115222007	20
5653401000006114	Paratesticular tumor	^ESCTPA565340		281591005	1
5653391000006112	Paratesticular tumour	^ESCTPA565339		281591005	4
6246991000006119	Parathyroid cancer	^ESCTPA624699		363481002	5
5354891000006112	Parathyroid carcinoma	^ESCTPA535489		255037004	50
4392311000006117	Parathyroid tumor	^ESCTPA439231		127020005	1
4392341000006118	Parathyroid tumour	^ESCTPA439234		127020005	1
4419911000006119	Parosteal osteosarcoma	^ESCTPA441991		128918008	7
6839281000006111	Partial obstructing tumor	^ESCTPA683928		413284005	2
6839271000006113	Partial obstructing tumour	^ESCTPA683927		413284005	4
14500241000006113	Pathologic fracture of bone at site of metastatic neoplasm	^ESCT1450024		134421000	50
216227011	Pathological fracture due to metastatic bone disease	B5850	B585000	134421000	5000
6385681000006116	Patient declined anti-cancer treatment	^ESCTPA638568		373812008	1
517661000000114	Patient given advice about bowel cancer	8CAo	8CAo.00	294411000000105	10000
472961000000117	Patient on regional cancer register	9OkC	9OkC.00	276101000000100	4000
6681541000006115	Penile squamous cell carcinoma	^ESCTPE668154		403468003	1
7289571000006111	Percutaneous radiofrequency ablation of tumor of bone	^ESCTPE728957		444204007	1
7741031000006118	Percutaneous tumour ablation	^ESCTPE774103		716009005	3
5965731000006117	Perforated carcinoma of oesophagus	^ESCTPE596573		307216009	3
13955931000006115	Perihilar cholangiocarcinoma	^ESCT1395593		865951006	90
4415041000006119	Periosteal osteosarcoma	^ESCTPE441504		128772005	1
7635301000006118	Periosteal osteosarcoma of jaw	^ESCTPE763530		708504008	4
1870391000006111	Peripheral neuroectodermal tumour	BBba0	BBba000	73676002	30
6247361000006113	Peritoneal cancer	^ESCTPE624736		363492001	80
5356261000006111	Peritoneal carcinomatosis	^ESCTPE535626		255121007	1
7578681000006119	Perivascular epithelioid tumor, malignant	^ESCTPE757868		703605001	1
808151000006111	Personal history of primary malignant neoplasm of breast	1424	1424.00	415076002	20000
5160511000006113	PET study for localisation of tumour	^ESCTPE516051		241443006	20
5160551000006114	PET study for tumour uptake of glucose	^ESCTPE516055		241444000	2
3658461000006110	Phyllodes tumor	^ESCTPH365846		71232009	3
307431000006113	Phyllodes tumour	BBM7-1	BBM7.11	71232009	600
7698251000006110	Phyllodes tumour of breast	^ESCTPH769825		712989008	2
7081111000006119	Phyllodes tumour of breast, borderline	^ESCTPH708111		427942006	1
2762491000006110	Phyllodes tumour, benign	^ESCTPH276249		16566002	10
3658451000006113	Phyllodes tumour, borderline	^ESCTPH365845		71232009	20
1770521000006118	Pigmented basal cell carcinoma	BB3G	BB3G.00	403909004	600
2519751000006116	Pigmented basal cell carcinoma	^ESCTPI251975		1338007	20
6625161000006117	Pigmented basal cell carcinoma	^ESCTPI662516		399585007	100
3518181000006113	Pigmented dermatofibrosarcoma protuberans	^ESCTPI351818		62621002	10
6609321000006117	Pigmented dermatofibrosarcoma protuberans of skin	^ESCTPI660932		398670003	5
4161581000006118	Pilar tumour of scalp	^ESCTPI416158		109253006	3
13973911000006112	Pilar tumour of scalp	^ESCT1397391		871802002	30
2895271000006116	Pilomatrix carcinoma	^ESCTPI289527		24762001	1
5970481000006112	Pilomatrix carcinoma of skin	^ESCTPI597048		307610008	20
3851361000006117	Pindborg tumour	^ESCTPI385136		83048004	1
5600301000006117	Pineal germ cell tumour	^ESCTPI560030		277508009	3
7739481000006113	Pineal parenchymal tumour of intermediate differentiation	^ESCTPI773948		715904005	10
4392571000006119	Pineal tumor	^ESCTPI439257		127026004	2
4392561000006114	Pineal tumour	^ESCTPI439256		127026004	1
4412761000006114	Pituitary carcinoma	^ESCTPI441276		128665000	20
5353491000006112	Pituitary carcinoma	^ESCTPI535349		254955001	30
4392471000006118	Pituitary tumour	^ESCTPI439247		127024001	30
3724731000006113	Placental site trophoblastic tumour	^ESCTPL372473		75320001	10
5104841000006117	Placental site trophoblastic tumour	^ESCTPL510484		237252008	9
2669201000006117	Plasma cell tumour	^ESCTPL266920		10639003	3
315431000006116	Plasma cell tumour, benign	BBn1	BBn1.00	110460003	30
315501000006113	Pleomorphic carcinoma	BB1A	BB1A.00	16741004	400
7617821000006117	Pleomorphic carcinoma of lung	^ESCTPL761782		707458004	1
315511000006111	Pleomorphic cell sarcoma	BBF4-1	BBF4.11	87992000	2000
5911941000006114	Pleomorphic cell sarcoma	^ESCTPL591194		302840001	500
315531000006117	Pleomorphic liposarcoma	BBJ7	BBJ7.00	112683004	300
6692181000006111	Pleomorphic liposarcoma	^ESCTPL669218		404071006	40
6613831000006112	Pleomorphic malignant fibrous histiocytoma of skin	^ESCTPL661383		398903003	10
3759991000006111	Pleomorphic rhabdomyosarcoma	^ESCTPL375999		77455004	20
6691981000006118	Pleomorphic rhabdomyosarcoma	^ESCTPL669198		404054005	30
6578251000006111	Pleural invasion by tumour present	^ESCTPL657825		396916007	1
6783721000006114	pM1a: Distant metastasis to lung (primitive neuroectodermal tumor/Ewing sarcoma)	^ESCTPM678372		409758000	1
6568661000006119	pM1a: Metastasis to skin, subcutaneous tissues, or distant lymph nodes (melanoma of the skin)	^ESCTPM656866		396390008	1
6583471000006119	pM1b: Distant metastasis to bone(s) (prostate)	^ESCTPM658347		397214008	3
6568671000006114	pM1b: Metastasis to lung (melanoma of the skin)	^ESCTPM656867		396391007	1
12617151000006116	PMBCL (primary mediastinal B cell lymphoma) tumour and germline WGS (whole genome sequencing)	^ESCT1261715		63221000000105	1
6377051000006115	pN1mi(i+): Micrometastasis detected only by IHC (breast)	^ESCTPN637705		373158007	1
6377041000006117	pN1mi: Micrometastasis (greater than 0.2 mm, none greater than 2.0 mm) (breast)	^ESCTPN637704		373157002	1
6568611000006117	pN2: Metastasis in 2 to 3 regional nodes or intralymphatic regional metastasis without nodal metastasis (melanoma of the skin)	^ESCTPN656861		396385005	1
6568641000006118	pN2c: Satellite or in-transit metastasis without nodal metastasis (melanoma of the skin)	^ESCTPN656864		396388007	1
6377211000006111	pN3b: Tumor of breast with metastasis as per American Joint Committee on Cancer 6th Edition definition (breast)	^ESCTPN637721		373167007	2
3568251000006114	Polypoid squamous cell carcinoma	^ESCTPO356825		65692009	1
7570221000006118	Poorly differentiated carcinoma	^ESCTPO757022		703078002	30
7764351000006118	Poorly-differentiated thymic neuroendocrine carcinoma	^ESCTPO776435		717921000	2
4413071000006114	Porocarcinoma	^ESCTPO441307		128685001	5
5035641000006117	Pott's puffy tumor	^ESCTPO503564		232389000	1
5035631000006110	Pott's puffy tumour	^ESCTPO503563		232389000	8
3292711000006113	Pre-cancerous dysplasia	^ESCTPR329271		48989000	5
291604015	Precancerous melanosis	BBED	BBED.00	38969003	400
5125271000006115	Precancerous melanosis	^ESCTPR512527		238701007	2
4378021000006118	Precancerous squamous metaplasia	^ESCTPR437802		125549007	2
14505681000006110	Presence of direct invasion by malignant neoplasm	^ESCT1450568		370052007	1
14505801000006117	Presence of direct invasion by primary malignant neoplasm to lymphatic vessel and/or small blood vessel	^ESCT1450580		371512006	1
7617121000006111	Primary acinar cell carcinoma of lung	^ESCTPR761712		707409003	20
7620431000006112	Primary acinar cell carcinoma of oropharynx	^ESCTPR762043		707590006	6
7821751000006112	Primary adenocarcinoma of ampulla of Vater	^ESCTPR782175		721718003	100
8211141000006118	Primary adenocarcinoma of ascending colon	^ESCTPR821114		681601000119101	300
7821391000006117	Primary adenocarcinoma of ascending colon and right flexure	^ESCTPR782139		721695008	10
14728351000006113	Primary adenocarcinoma of bile duct	^ESCT1472835		1196874007	1
7957041000006112	Primary adenocarcinoma of biliary tract	^ESCTPR795704		733354000	50
8211151000006116	Primary adenocarcinoma of body of pancreas	^ESCTPR821115		681621000119105	1
8211161000006119	Primary adenocarcinoma of body of stomach	^ESCTPR821116		681631000119108	5
7820601000006112	Primary adenocarcinoma of cardia of stomach	^ESCTPR782060		721630000	20
8052661000006118	Primary adenocarcinoma of cervix uteri	^ESCTPR805266		184781000119102	10
7970001000006114	Primary adenocarcinoma of colon	^ESCTPR797000		1701000119104	500
7819551000006114	Primary adenocarcinoma of common bile duct	^ESCTPR781955		721559007	50
7819541000006112	Primary adenocarcinoma of cystic duct	^ESCTPR781954		721558004	3
13687251000006115	Primary adenocarcinoma of descending colon	^ESCT1368725		681651000119102	200
7821431000006111	Primary adenocarcinoma of descending colon and splenic flexure	^ESCTPR782143		721699002	50
8040391000006119	Primary adenocarcinoma of distal third of esophagus	^ESCTPR804039		128041000119107	1
8040381000006117	Primary adenocarcinoma of distal third of oesophagus	^ESCTPR804038		128041000119107	50
7820571000006117	Primary adenocarcinoma of esophagogastric junction	^ESCTPR782057		721628002	1
8031221000006117	Primary adenocarcinoma of fallopian tube	^ESCTPR803122		99101000119101	10
7990721000006114	Primary adenocarcinoma of gallbladder	^ESCTPR799072		9541000119105	100
14475281000006110	Primary adenocarcinoma of gastrointestinal tract	^ESCT1447528		681691000119107	50
8211181000006112	Primary adenocarcinoma of head of pancreas	^ESCTPR821118		681721000119103	70
8031231000006119	Primary adenocarcinoma of intestinal tract	^ESCTPR803123		99111000119103	5
7857541000006113	Primary adenocarcinoma of jejunum	^ESCTPR785754		724537009	20
8454101000006110	Primary adenocarcinoma of lower lobe of left lung	^ESCTPR845410		1078881000119102	40
8454181000006118	Primary adenocarcinoma of lower lobe of right lung	^ESCTPR845418		1078931000119107	70
8040401000006117	Primary adenocarcinoma of lower third of oesophagus	^ESCTPR804040		128041000119107	1
7820331000006114	Primary adenocarcinoma of lower third of oesophagus due to Barrett oesophagus	^ESCTPR782033		721617001	20
7617681000006117	Primary adenocarcinoma of lung	^ESCTPR761768		707451005	200
7615561000006117	Primary adenocarcinoma of maxillary sinus	^ESCTPR761556		707339009	2
14477101000006116	Primary adenocarcinoma of middle lobe of right lung	^ESCT1447710		1078951000119101	8
7820461000006111	Primary adenocarcinoma of middle third of oesophagus	^ESCTPR782046		721623006	2
7819561000006111	Primary adenocarcinoma of nasal cavity	^ESCTPR781956		721560002	20
14475331000006118	Primary adenocarcinoma of neck	^ESCT1447533		681821000119109	1
7820561000006112	Primary adenocarcinoma of oesophagogastric junction	^ESCTPR782056		721628002	80
7819521000006117	Primary adenocarcinoma of palate	^ESCTPR781952		721556000	9
7969671000006114	Primary adenocarcinoma of pancreas	^ESCTPR796967		1651000119109	30
14475351000006113	Primary adenocarcinoma of pancreatic duct	^ESCT1447535		681911000119108	6
7819531000006119	Primary adenocarcinoma of parotid gland	^ESCTPR781953		721557009	40
7821831000006113	Primary adenocarcinoma of peritoneum	^ESCTPR782183		721725005	30
7820621000006119	Primary adenocarcinoma of pyloric antrum of stomach	^ESCTPR782062		721632008	40
14475361000006110	Primary adenocarcinoma of pylorus	^ESCT1447536		681941000119107	1
8052691000006114	Primary adenocarcinoma of rectosigmoid junction	^ESCTPR805269		184881000119106	30
14477091000006110	Primary adenocarcinoma of right main bronchus	^ESCT1447709		1078941000119103	1
14475371000006115	Primary adenocarcinoma of tail of pancreas	^ESCT1447537		681971000119100	2
7821401000006115	Primary adenocarcinoma of transverse colon	^ESCTPR782140		721696009	300
8454131000006119	Primary adenocarcinoma of upper lobe of left lung	^ESCTPR845413		1078901000119100	60
8454241000006115	Primary adenocarcinoma of upper lobe of right lung	^ESCTPR845424		1078961000119104	200
14475391000006119	Primary adenocarcinoma of urachus	^ESCT1447539		682031000119109	1
7954301000006117	Primary adenocarcinoma of urethra	^ESCTPR795430		733136006	1
7819621000006118	Primary adenocarcinoma of uterine ligament	^ESCTPR781962		721569001	2
8031241000006112	Primary adenocarcinoma of vagina	^ESCTPR803124		99121000119105	10
8027721000006118	Primary adenocarcinoma of vulva	^ESCTPR802772		91131000119109	3
7819581000006118	Primary adenocarcinoma overlapping lesion of retroperitoneum peritoneum and omentum	^ESCTPR781958		721562005	4
7617921000006114	Primary adenoid cystic carcinoma of lung	^ESCTPR761792		707466008	20
7987461000006110	Primary adenoid cystic carcinoma of nasopharynx	^ESCTPR798746		7391000119103	20
7618271000006118	Primary adenoid squamous cell carcinoma of hypopharynx	^ESCTPR761827		707484005	2
7617371000006114	Primary adenoid squamous cell carcinoma of larynx	^ESCTPR761737		707425008	2
8033801000006110	Primary adenosquamous carcinoma of endometrium	^ESCTPR803380		107791000119107	2
7617021000006110	Primary adenosquamous carcinoma of lung	^ESCTPR761702		707405009	50
7819281000006116	Primary adnexal carcinoma of skin	^ESCTPR781928		721540005	40
7819741000006119	Primary angiosarcoma of breast	^ESCTPR781974		721576006	90
14475491000006112	Primary angiosarcoma of face	^ESCT1447549		682311000119102	20
7819721000006114	Primary angiosarcoma of heart	^ESCTPR781972		721575005	9
342851019	Primary angiosarcoma of liver	B1502	B150200	109844006	100
14477251000006113	Primary angiosarcoma of right lower limb	^ESCT1447725		1079071000119101	4
14475531000006112	Primary angiosarcoma of thorax	^ESCT1447553		682411000119106	2
8454461000006115	Primary basal cell carcinoma of left eyelid	^ESCTPR845446		1079111000119108	1
14489321000006110	Primary basal cell carcinoma of left lower eyelid	^ESCT1448932		16905501000119104	2
8454561000006119	Primary basal cell carcinoma of right eyelid	^ESCTPR845456		1079171000119100	2
14489311000006119	Primary basal cell carcinoma of right lower eyelid	^ESCT1448931		16905461000119104	1
14487201000006115	Primary basal cell carcinoma of skin of left breast	^ESCT1448720		15950141000119105	1
7621601000006113	Primary basaloid squamous cell carcinoma of larynx	^ESCTPR762160		707662004	2
7617731000006110	Primary basaloid squamous cell carcinoma of lung	^ESCTPR761773		707454002	20
7620211000006119	Primary basaloid squamous cell carcinoma of oropharynx	^ESCTPR762021		707579001	4
14475621000006113	Primary carcinoma ex pleomorphic adenoma of salivary gland	^ESCT1447562		683031000119101	3
14475631000006111	Primary carcinoma ex pleomorphic adenoma of submandibular gland	^ESCT1447563		683041000119105	1
7615751000006111	Primary carcinoma of frontal sinus	^ESCTPR761575		707349007	3
288690014	Primary carcinoma of liver	B1500	B150000	187769009	1000
7615721000006119	Primary carcinoma of maxillary sinus	^ESCTPR761572		707347009	9
7615731000006116	Primary carcinoma of sphenoidal sinus	^ESCTPR761573		707348004	4
7620581000006112	Primary carcinosarcoma of lung	^ESCTPR762058		707596000	8
14432741000006115	Primary cholangiocarcinoma of extrahepatic bile duct	^ESCT1443274		1144891007	3
7821721000006115	Primary cholangiocarcinoma of intrahepatic biliary tract	^ESCTPR782172		721716004	200
3515167010	Primary chondrosarcoma of bone	^ESCT1165860		735679005	6
14477371000006112	Primary chondrosarcoma of bone of left lower limb	^ESCT1447737		1079581000119107	1
7848331000006113	Primary chondrosarcoma of bone of limb	^ESCTPR784833		723843005	3
8027681000006113	Primary chondrosarcoma of bone of lower limb	^ESCTPR802768		91081000119109	10
8027641000006119	Primary chondrosarcoma of bone of pelvis	^ESCTPR802764		91061000119100	7
7848361000006116	Primary chondrosarcoma of bone of rib	^ESCTPR784836		723846002	1
14477421000006117	Primary chondrosarcoma of bone of right foot	^ESCT1447742		1079611000119100	1
8027611000006118	Primary chondrosarcoma of bone of upper limb	^ESCTPR802761		91031000119108	1
14477391000006113	Primary chondrosarcoma of left scapula	^ESCT1447739		1079591000119105	2
7688051000006117	Primary clear cell adenocarcinoma of lung	^ESCTPR768805		711414003	10
13959321000006117	Primary clear cell peritoneal carcinoma	^ESCT1395932		866176003	20
7617711000006116	Primary clear cell squamous cell carcinoma of lung	^ESCTPR761771		707453008	20
7821621000006111	Primary cloacogenic carcinoma of anal canal	^ESCTPR782162		721709000	2
7620411000006118	Primary cystadenocarcinoma of oropharynx	^ESCTPR762041		707589002	1
13518981000006110	Primary differentiated carcinoma of thyroid gland	^ESCT1351898		772992009	1
7820091000006110	Primary embryonal carcinoma of testis	^ESCTPR782009		721602000	60
3636681010	Primary endometrioid carcinoma of endometrium of body of uterus	^ESCT1169178		762458004	80
7620391000006118	Primary epithelial-myoepithelial carcinoma of oropharynx	^ESCTPR762039		707588005	2
14728441000006115	Primary epithelioid malignant mesothelioma of pleura	^ESCT1472844		1196883002	10
7848461000006110	Primary Ewing sarcoma of articular cartilage of rib	^ESCTPR784846		723856003	1
7848431000006118	Primary Ewing sarcoma of bone of limb	^ESCTPR784843		723853006	4
7848991000006113	Primary Ewing sarcoma of bone of rib	^ESCTPR784899		723887001	6
14477701000006117	Primary Ewing sarcoma of bone of right lower limb	^ESCT1447770		1080071000119101	1
14475741000006112	Primary Ewing sarcoma of bone of spine	^ESCT1447574		683981000119101	1
7859031000006119	Primary follicular dendritic cell sarcoma	^ESCTPR785903		724650000	1
7831711000006114	Primary giant cell sarcoma of retroperitoneum	^ESCTPR783171		722444002	1
7750161000006116	Primary hepatic neuroendocrine carcinoma	^ESCTPR775016		716652006	10
6960371000006112	Primary intraocular non-Hodgkin malignant lymphoma	^ESCTPR696037		420788006	20
8017201000006114	Primary invasive malignant neoplasm of female breast	^ESCTPR801720		45221000119105	60
7832841000006112	Primary invasive pleomorphic lobular carcinoma of breast	^ESCTPR783284		722524005	300
7014341000006118	Primary leiomyosarcoma	^ESCTPR701434		423807009	20
7832701000006119	Primary leiomyosarcoma of retroperitoneum	^ESCTPR783270		722513008	60
14477911000006116	Primary leiomyosarcoma of right lower limb	^ESCT1447791		1080621000119107	1
7819761000006115	Primary liposarcoma of male genital organ	^ESCTPR781976		721578007	5
7832731000006110	Primary liposarcoma of peritoneum	^ESCTPR783273		722516000	5
7832721000006112	Primary liposarcoma of retroperitoneum	^ESCTPR783272		722515001	50
14477981000006111	Primary liposarcoma of soft tissue of left lower limb	^ESCT1447798		1080701000119109	1
14475991000006118	Primary liposarcoma of soft tissue of trunk	^ESCT1447599		685981000119100	1
14728071000006118	Primary malignant astrocytoma of brain	^ESCT1472807		1196844004	20
14728591000006111	Primary malignant atypical teratoid rhabdoid neoplasm of brain	^ESCT1472859		1196898000	2
8033781000006111	Primary malignant clear cell neoplasm of endometrium	^ESCTPR803378		107771000119106	50
14488961000006110	Primary malignant gastrointestinal stromal neoplasm of colon	^ESCT1448896		16636051000119105	20
8046351000006110	Primary malignant germ cell neoplasm	^ESCTPR804635		145831000119103	70
14476001000006117	Primary malignant glioma of frontal lobe	^ESCT1447600		686431000119100	10
14476011000006119	Primary malignant glioma of occipital lobe	^ESCT1447601		686441000119109	2
14476021000006110	Primary malignant glioma of parietal lobe	^ESCT1447602		686451000119106	7
14476031000006113	Primary malignant glioma of temporal lobe	^ESCT1447603		686461000119108	40
8030301000006113	Primary malignant inflammatory neoplasm of female breast	^ESCTPR803030		96291000119105	10
7833101000006111	Primary malignant melanoma of anal canal	^ESCTPR783310		722543005	10
7834981000006119	Primary malignant melanoma of cornea	^ESCTPR783498		722665003	4
7819591000006115	Primary malignant melanoma of vagina	^ESCTPR781959		721563000	4
7835561000006119	Primary malignant meningioma	^ESCTPR783556		722718001	200
8033751000006115	Primary malignant mixed Mullerian neoplasm of endometrium	^ESCTPR803375		107751000119102	40
6363951000006117	Primary malignant neoplasm	^ESCTPR636395		372087000	200
13674681000006110	Primary malignant neoplasm of abdomen	^ESCT1367468		148911000119107	1
4024481000006119	Primary malignant neoplasm of accessory sinus	^ESCTPR402448		93659005	5
4024501000006112	Primary malignant neoplasm of acromion	^ESCTPR402450		93661001	20
4024551000006111	Primary malignant neoplasm of adrenal gland	^ESCTPR402455		93665005	60
4024561000006113	Primary malignant neoplasm of alveolar ridge mucosa	^ESCTPR402456		93667002	6
6362241000006116	Primary malignant neoplasm of ampulla of Vater	^ESCTPR636224		371967001	50
4024571000006118	Primary malignant neoplasm of anal canal	^ESCTPR402457		93669004	80
4024591000006117	Primary malignant neoplasm of anterior mediastinum	^ESCTPR402459		93671004	1
4024621000006115	Primary malignant neoplasm of anus	^ESCTPR402462		93676009	100
4024631000006117	Primary malignant neoplasm of aortic body	^ESCTPR402463		93677000	2
4024651000006112	Primary malignant neoplasm of appendix	^ESCTPR402465		93679002	200
4024671000006119	Primary malignant neoplasm of areola of female breast	^ESCTPR402467		93680004	20
4024721000006111	Primary malignant neoplasm of ascending colon	^ESCTPR402472		93683002	60
4024731000006114	Primary malignant neoplasm of axilla	^ESCTPR402473		93684008	10
6363981000006113	Primary malignant neoplasm of axillary tail of breast	^ESCTPR636398		372092003	3
13686021000006118	Primary malignant neoplasm of axillary tail of left female breast	^ESCT1368602		353421000119109	2
4024741000006116	Primary malignant neoplasm of back	^ESCTPR402474		93686005	2
4024751000006119	Primary malignant neoplasm of base of tongue	^ESCTPR402475		93687001	40
9835051000006116	Primary malignant neoplasm of bilateral female breasts	^ESCTPR983505		15635801000119106	100
6362271000006112	Primary malignant neoplasm of biliary tract	^ESCTPR636227		371970002	100
4024761000006117	Primary malignant neoplasm of bladder	^ESCTPR402476		93689003	400
4025001000006115	Primary malignant neoplasm of body of pancreas	^ESCTPR402500		93715005	20
4025011000006117	Primary malignant neoplasm of body of penis	^ESCTPR402501		93716006	3
4025021000006113	Primary malignant neoplasm of body of stomach	^ESCTPR402502		93717002	20
4025081000006112	Primary malignant neoplasm of bone	^ESCTPR402508		93725000	5
4025031000006111	Primary malignant neoplasm of bone marrow	^ESCTPR402503		93720005	90
12107951000006117	Primary malignant neoplasm of bone of right upper limb	^ESCT1210795		354671000119106	1
4025061000006119	Primary malignant neoplasm of bone of skull	^ESCTPR402506		93723007	9
9835031000006111	Primary malignant neoplasm of both ovaries	^ESCTPR983503		15635721000119108	10
4025101000006116	Primary malignant neoplasm of brain	^ESCTPR402510		93727008	200
4025091000006110	Primary malignant neoplasm of brain stem	^ESCTPR402509		93726004	7
6364661000006112	Primary malignant neoplasm of breast	^ESCTPR636466		372137005	200
6376281000006118	Primary malignant neoplasm of breast lower inner quadrant	^ESCTPR637628		373090000	1
13995451000006110	Primary malignant neoplasm of breast with axillary lymph node invasion	^ESCT1399545		1082901000112103	30
4025181000006113	Primary malignant neoplasm of bronchus	^ESCTPR402518		93734005	2
4025131000006112	Primary malignant neoplasm of bronchus of left lower lobe	^ESCTPR402513		93729006	4
4025141000006119	Primary malignant neoplasm of bronchus of left upper lobe	^ESCTPR402514		93730001	10
