medcodeid	desc	snomedctconceptid	coding_system	cancertype	blood_cancertype	ca_of_interest	recurrent_ca	secondary_ca	history_ca	aurum_stage_grade
12049801000006116	Primary bone lymphoma	766935007	Aurum	haematological	lymphoma	1				
12617151000006116	PMBCL (primary mediastinal B cell lymphoma) tumour and germline WGS (whole genome sequencing)	63221000000105	Aurum	haematological	lymphoma	1				
13529241000006112	Primary cutaneous anaplastic large cell lymphoma	773995001	Aurum	haematological	lymphoma	1				
13630511000006114	Breast implantÃ¢ÂÂassociated anaplastic large-cell lymphoma	783541009	Aurum	haematological	lymphoma	1				
13666221000006112	Diffuse large B-cell lymphoma activated B-cell subtype	787565006	Aurum	haematological	lymphoma	1				
13666571000006111	Diffuse large B-cell lymphoma germinal centre B-cell subtype	787594004	Aurum	haematological	lymphoma	1				
13674381000006115	Marginal zone lymphoma of spleen	116691000119101	Aurum	haematological	lymphoma	1				
13674391000006117	Marginal zone lymphoma of lymph nodes of multiple sites	116841000119105	Aurum	haematological	lymphoma	1				
13674401000006115	Mantle cell lymphoma of lymph nodes of multiple sites	116871000119103	Aurum	haematological	lymphoma	1				
13674411000006117	Peripheral T-cell lymphoma of lymph nodes of multiple sites	117211000119105	Aurum	haematological	lymphoma	1				
13685761000006117	B-cell lymphoma of intra-abdominal lymph nodes	350951000119101	Aurum	haematological	lymphoma	1				
13685801000006114	B-cell lymphoma of lymph nodes of multiple sites	351211000119104	Aurum	haematological	lymphoma	1				
13685961000006119	Small lymphocytic B-cell lymphoma of lymph nodes of multiple sites	352251000119109	Aurum	haematological	lymphoma	1				
13685981000006112	Small lymphocytic B-cell lymphoma of intra-abdominal lymph nodes	352411000119109	Aurum	haematological	lymphoma	1				
13686181000006118	Follicular non-Hodgkin's lymphoma of lymph nodes of multiple sites	354851000119101	Aurum	haematological	lymphoma	1				
13853161000006115	T-cell histiocyte rich large B-cell lymphoma	724645006	Aurum	haematological	lymphoma	1				
13915571000006117	History of primary cutaneous lymphoma	789395008	Aurum	haematological	lymphoma	1			1	
13918131000006119	Malignant lymphomatoid granulomatosis	789689004	Aurum	haematological	lymphoma	1				
13931271000006111	Relapsing classical Hodgkin lymphoma	830057003	Aurum	haematological	lymphoma	1				
13936961000006117	Lymphomatous infiltrate of kidney	836486002	Aurum	haematological	lymphoma	1				
13942781000006113	Diffuse large B-cell lymphoma of small intestine	840423002	Aurum	haematological	lymphoma	1				
13942791000006111	Diffuse large B-cell lymphoma of stomach	840424008	Aurum	haematological	lymphoma	1				
13958161000006119	Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease	866098005	Aurum	haematological	lymphoma	1				
14172191000006110	Non-Hodgkin's lymphoma in remission	143291000119104	Aurum	haematological	lymphoma	1				
14442381000006114	Follicular lymphoma grade 3b	1148845007	Aurum	haematological	lymphoma	1				1
14442461000006110	Follicular lymphoma grade 3a	1148851002	Aurum	haematological	lymphoma	1				1
14442471000006115	Follicular lymphoma grade IIIa	1148851002	Aurum	haematological	lymphoma	1				1
14449711000006112	Primary non-Hodgkin malignant lymphoma of vitreoretinal tract	1153347002	Aurum	haematological	lymphoma	1				
14449731000006118	Primary effusion lymphoma due to human immune deficiency virus infection	1153348007	Aurum	haematological	lymphoma	1				
14450141000006116	Lymphoma of lacrimal gland	1153382001	Aurum	haematological	lymphoma	1				
14760811000006111	Precursor cell lymphoblastic lymphoma	1217301006	Aurum	haematological	lymphoma	1				
94699019	Lymphoma stage III	56944001	Aurum	haematological	lymphoma	1				1
289580016	Lymphosarcoma and reticulosarcoma	188487008	Aurum	haematological	lymphoma	1				
289591011	Lymphosarcoma	188498009	Aurum	haematological	lymphoma	1				
289592016	Lymphosarcoma of unspecified site	188498009	Aurum	haematological	lymphoma	1				
289593014	Lymphosarcoma of lymph nodes of head, face and neck	188500005	Aurum	haematological	lymphoma	1				
289594015	Lymphosarcoma of intrathoracic lymph nodes	188501009	Aurum	haematological	lymphoma	1				
289595019	Lymphosarcoma of intra-abdominal lymph nodes	188502002	Aurum	haematological	lymphoma	1				
289596018	Lymphosarcoma of lymph nodes of axilla and upper limb	188503007	Aurum	haematological	lymphoma	1				
289598017	Lymphosarcoma of intrapelvic lymph nodes	188505000	Aurum	haematological	lymphoma	1				
289599013	Lymphosarcoma of spleen	188506004	Aurum	haematological	lymphoma	1				
289600011	Lymphosarcoma of lymph nodes of multiple sites	188507008	Aurum	haematological	lymphoma	1				
289601010	Lymphosarcoma NOS	188498009	Aurum	haematological	lymphoma	1				
289613017	Other specified reticulosarcoma or lymphosarcoma	188487008	Aurum	haematological	lymphoma	1				
289614011	Reticulosarcoma or lymphosarcoma NOS	188487008	Aurum	haematological	lymphoma	1				
291909010	[M]Prolymphocytic lymphosarcoma	115244002	Aurum	haematological	lymphoma	1				
1222220018	[M]Lymphocytic lymphosarcoma NOS	115244002	Aurum	haematological	lymphoma	1				
1227576019	[V]Personal history of lymphosarcoma	266987004	Aurum	haematological	lymphoma	1			1	
308801000006118	[M]Follicular lymphosarcoma NOS	115244002	Aurum	haematological	lymphoma	1				
311351000006119	[M]Lymphoblastic lymphosarcoma NOS	115244002	Aurum	haematological	lymphoma	1				
731691000006110	Lymphosarcoma of lymph nodes of inguinal region and lower limb	188504001	Aurum	haematological	lymphoma	1				
4753051000006118	Lymphoblastic lymphosarcoma	188675007	Aurum	haematological	lymphoma	1				
314041000006116	[M]Nodular lymphosarcoma NOS	115244002	Aurum	haematological	lymphoma	1				
311521000006118	[M]Lymphosarcoma NOS	115244002	Aurum	haematological	lymphoma	1				
289713010	Other malignant neoplasm of lymphoid and histiocytic tissue	277606000	Aurum	haematological	lymphoma	1				
289849019	Malignant neoplasms of lymphoid and histiocytic tissue NOS	118600007	Aurum	haematological	lymphoma	1				
3532636014	Myeloid and/or lymphoid neoplasm associated with platelet derived growth factor receptor alpha rearrangement	738527001	Aurum	haematological	lymphoma	1				
81401000006110	Unspec malig neop lymphoid/histiocytic intra-abdominal nodes	118600007	Aurum	haematological	lymphoma	1				
81411000006113	Unspec malig neop lymphoid/histiocytic lymph node axilla/arm	118600007	Aurum	haematological	lymphoma	1				
81421000006117	Unspec malig neop lymphoid/histiocytic lymph node head/neck	118600007	Aurum	haematological	lymphoma	1				
81431000006119	Unspec malig neop lymphoid/histiocytic nodes inguinal/leg	118600007	Aurum	haematological	lymphoma	1				
81441000006112	Unspec malig neop lymphoid/histiocytic of intrapelvic nodes	118600007	Aurum	haematological	lymphoma	1				
81461000006111	Unspec malig neop lymphoid/histiocytic of multiple sites	118600007	Aurum	haematological	lymphoma	1				
81471000006116	Unspec malig neop lymphoid/histiocytic of spleen	118600007	Aurum	haematological	lymphoma	1				
81481000006118	Unspec malig neop lymphoid/histiocytic of unspecified site	118600007	Aurum	haematological	lymphoma	1				
311441000006112	Lymphoid neoplasm	414628006	Aurum	haematological	lymphoma	1				
312671000006113	[M]Miscellaneous myeloproliferative and lymphoproliferative disorders	415181008	Aurum	haematological	lymphoma	1				
312681000006111	[M]Miscellaneous myeloproliferative or lymphoproliferative disorders NOS	415181008	Aurum	haematological	lymphoma	1				
396621000006114	[X]Malignant neoplasms of lymphoid, haematopoietic and related tissue	269475001	Aurum	haematological	lymphoma	1				
405081000006118	[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue	269475001	Aurum	haematological	lymphoma	1				
4418821000006112	Cutaneous lymphoid hyperplasia	128862000	Aurum	haematological	lymphoma	1				
13908031000006118	Primary cutaneous CD4 positive small/medium T-cell lymphoproliferative disorder	788674000	Aurum	haematological	lymphoma	1				
14145561000006117	Primary cutaneous CD30 antigen positive T-cell lymphoproliferative disorder	896745008	Aurum	haematological	lymphoma	1				
14784491000006114	Myeloid and/or lymphoid neoplasm with PCM1-JAK2	1229988003	Aurum	haematological	lymphoma	1				
403710016	Lymphoid and histiocytic malignancy NOS	269475001	Aurum	haematological	lymphoma	1				
403760010	[M]Lymphogranuloma, malignant	128929007	Aurum	haematological	lymphoma	1				
396101000006112	Malignant tumour of lymphoid haemopoietic and related tissue	269475001	Aurum	haematological	lymphoma	1				
344820010	Multiple myeloma	109989006	Aurum	haematological	mlutiple_myeloma	1				
5601571000006112	Non-secretory myeloma	277580004	Aurum	haematological	mlutiple_myeloma	1				
5701111000006119	IgA myeloma	285420006	Aurum	haematological	mlutiple_myeloma	1				
5701141000006115	Immunoglobulin G myeloma	285421005	Aurum	haematological	mlutiple_myeloma	1				
5701161000006116	Immunoglobulin D myeloma	285422003	Aurum	haematological	mlutiple_myeloma	1				
457317011	Lambda light chain myeloma	313427003	Aurum	haematological	mlutiple_myeloma	1				
3019771000006115	Myeloma kidney	32278006	Aurum	haematological	mlutiple_myeloma	1				
6843711000006111	Smouldering myeloma	413587002	Aurum	haematological	mlutiple_myeloma	1				
6860401000006118	Kappa light chain myeloma	414553000	Aurum	haematological	mlutiple_myeloma	1				
6870291000006119	Plasma cell myeloma/plasmacytoma	415110002	Aurum	haematological	mlutiple_myeloma	1				
7057421000006116	Solitary osseous myeloma	426336007	Aurum	haematological	mlutiple_myeloma	1				
7236901000006114	Asymptomatic multiple myeloma	440422002	Aurum	haematological	mlutiple_myeloma	1				
7248451000006116	Indolent multiple myeloma	441313008	Aurum	haematological	mlutiple_myeloma	1				
312137011	Osteoporosis in multiple myelomatosis	739301006	Aurum	haematological	mlutiple_myeloma	1				
3408471000006111	Myeloma	55921005	Aurum	haematological	mlutiple_myeloma	1				
4172951000006115	Myeloma	109989006	Aurum	haematological	mlutiple_myeloma	1				
260879014	Bone marrow: myeloma cells	167934009	Aurum	haematological	mlutiple_myeloma	1				
289874016	Immunoproliferative neoplasm or myeloma NOS	275524009	Aurum	haematological	mlutiple_myeloma	1				
344819016	Myelomatosis	109989006	Aurum	haematological	mlutiple_myeloma	1				
1231541019	[M]Plasma cell myeloma	55921005	Aurum	haematological	mlutiple_myeloma	1				
139571000006117	Solitary myeloma	415112005	Aurum	haematological	mlutiple_myeloma	1				
313001000006116	[M]Monostotic myeloma	10639003	Aurum	haematological	mlutiple_myeloma	1				
313271000006116	[M]Multiple myeloma	109989006	Aurum	haematological	mlutiple_myeloma	1				
313381000006111	[M]Myeloma NOS	55921005	Aurum	haematological	mlutiple_myeloma	1				
313391000006114	[M]Myelomatosis	55921005	Aurum	haematological	mlutiple_myeloma	1				
315461000006113	[M]Plasmacytic myeloma	55921005	Aurum	haematological	mlutiple_myeloma	1				
316711000006113	[M]Solitary myeloma	10639003	Aurum	haematological	mlutiple_myeloma	1				
683191000006119	Myeloma - solitary	415112005	Aurum	haematological	mlutiple_myeloma	1				
695561000006118	Multiple myeloma and immunoproliferative neoplasms	109989006	Aurum	haematological	mlutiple_myeloma	1				
880801000006116	Multiple myeloma etc.	109989006	Aurum	haematological	mlutiple_myeloma	1				
907281000006117	[RFC] Multiple myeloma	907281000006101	Aurum	haematological	mlutiple_myeloma	1				
3019781000006117	Myeloma cast nephropathy	32278006	Aurum	haematological	mlutiple_myeloma	1				
3043491000006119	Myelomalacia	33772003	Aurum	haematological	mlutiple_myeloma	1				
3408441000006115	Multiple myeloma	55921005	Aurum	haematological	mlutiple_myeloma	1				
3408461000006116	Plasma cell myeloma	55921005	Aurum	haematological	mlutiple_myeloma	1				
3408501000006116	Multiple myeloma, no International Classification of Diseases for Oncology subtype	55921005	Aurum	haematological	mlutiple_myeloma	1				
4042751000006114	Multiple myeloma in remission	94704006	Aurum	haematological	mlutiple_myeloma	1				
4172921000006112	Plasmacytic myeloma	109989006	Aurum	haematological	mlutiple_myeloma	1				
5601561000006117	Light chain myeloma	277579002	Aurum	haematological	mlutiple_myeloma	1				
5648201000006119	Myeloma screening	281153002	Aurum	haematological	mlutiple_myeloma	1				
5701131000006113	IgG myeloma	285421005	Aurum	haematological	mlutiple_myeloma	1				
5701151000006118	IgD myeloma	285422003	Aurum	haematological	mlutiple_myeloma	1				
6623111000006119	Plasma cell myeloma/plasmacytoma	399456004	Aurum	haematological	mlutiple_myeloma	1				
6843731000006117	Smouldering multiple myeloma	413587002	Aurum	haematological	mlutiple_myeloma	1				
7047571000006119	Osteosclerotic myeloma	425657001	Aurum	haematological	mlutiple_myeloma	1				
7057441000006111	Monostotic myeloma	426336007	Aurum	haematological	mlutiple_myeloma	1				
7236911000006112	Asymptomatic myeloma	440422002	Aurum	haematological	mlutiple_myeloma	1				
8037771000006119	History of multiple myeloma	120481000119109	Aurum	haematological	mlutiple_myeloma	1			1	
458201000006115	M4 - Acute myelomonocytic leukaemia	110005000	Aurum	haematological	Leukaemia	1				
716871000006112	Mast cell leukaemia	110002002	Aurum	haematological	Leukaemia	1				
459741000006115	Acute myelomonocytic leukaemia	110005000	Aurum	haematological	Leukaemia	1				
202801000006110	Prolymphocytic leukaemia	110006004	Aurum	haematological	Leukaemia	1				
1815601000006111	Adult T-cell leukaemia/lymphoma	110007008	Aurum	haematological	Leukaemia	1				
745011000006112	Leukaemic reticuloendotheliosis	118613001	Aurum	haematological	Leukaemia	1				
251577010	H/O: leukaemia	161436008	Aurum	haematological	Leukaemia	1			1	
747141000006116	Leukaemic reticuloendotheliosis of lymph nodes of head, face and neck	188645002	Aurum	haematological	Leukaemia	1				
289875015	Lymphatic leukaemia	188725004	Aurum	haematological	Leukaemia	1				
4753241000006113	Subacute lymphoid leukemia	188726003	Aurum	haematological	Leukaemia	1				
289884015	Aleukaemic lymphoid leukaemia	188728002	Aurum	haematological	Leukaemia	1				
289885019	Adult T-cell leukaemia	188729005	Aurum	haematological	Leukaemia	1				
289892012	Myeloid leukaemia	188732008	Aurum	haematological	Leukaemia	1				
289895014	Chronic eosinophilic leukaemia	188733003	Aurum	haematological	Leukaemia	1				
4753361000006110	Chronic neutrophilic leukemia	188734009	Aurum	haematological	Leukaemia	1				
289901012	Subacute myeloid leukaemia	188736006	Aurum	haematological	Leukaemia	1				
289908018	Aleukaemic myeloid leukaemia	188741003	Aurum	haematological	Leukaemia	1				
289921013	Histiocytic leukaemia	188744006	Aurum	haematological	Leukaemia	1				
289923011	Chronic monocytic leukaemia	188745007	Aurum	haematological	Leukaemia	1				
289924017	Subacute monocytic leukaemia	188746008	Aurum	haematological	Leukaemia	1				
289948014	Thrombocytic leukaemia	188754005	Aurum	haematological	Leukaemia	1				
289974015	Myelomonocytic leukaemia	188768003	Aurum	haematological	Leukaemia	1				
289980011	Subacute myelomonocytic leukaemia	188770007	Aurum	haematological	Leukaemia	1				
307221000006111	[M]Compound leukaemias	190030009	Aurum	haematological	Leukaemia	1				
5599791000006114	B-CLL - B-cell chronic lymphocytic leukemia	277473004	Aurum	haematological	Leukaemia	1				
5599831000006119	B-cell chronic lymphocytic leukaemia variant	277474005	Aurum	haematological	Leukaemia	1				
5600851000006111	T-cell chronic lymphocytic leukaemia	277545003	Aurum	haematological	Leukaemia	1				
5600941000006116	Chronic lymphocytic prolymphocytic leukaemia syndrome	277549009	Aurum	haematological	Leukaemia	1				
414151014	T-cell prolymphocytic leukaemia	277567002	Aurum	haematological	Leukaemia	1				
5601211000006117	Hairy cell leukaemia variant	277568007	Aurum	haematological	Leukaemia	1				
5601231000006111	Large granular lymphocytic leukaemia	277569004	Aurum	haematological	Leukaemia	1				
5601291000006110	B-cell acute lymphoblastic leukemia	277571004	Aurum	haematological	Leukaemia	1				
5601361000006112	Pre B-cell acute lymphoblastic leukaemia	277572006	Aurum	haematological	Leukaemia	1				
5601401000006119	Common acute lymphoblastic leukaemia	277573001	Aurum	haematological	Leukaemia	1				
5601441000006117	Null cell acute lymphoblastic leukaemia	277574007	Aurum	haematological	Leukaemia	1				
5601461000006118	T-cell acute lymphoblastic leukaemia	277575008	Aurum	haematological	Leukaemia	1				
5601721000006119	Atypical chronic myeloid leukemia	277589003	Aurum	haematological	Leukaemia	1				
414220013	Acute monoblastic leukaemia	277601005	Aurum	haematological	Leukaemia	1				
5601951000006114	Acute megakaryoblastic leukaemia	277602003	Aurum	haematological	Leukaemia	1				
414248013	B-cell prolymphocytic leukaemia	277619001	Aurum	haematological	Leukaemia	1				
5613441000006119	Acute biphenotypic leukaemia	278453007	Aurum	haematological	Leukaemia	1				
289968015	Subacute leukaemia	302855005	Aurum	haematological	Leukaemia	1				
5970551000006115	Neutrophilic leukaemia	307617006	Aurum	haematological	Leukaemia	1				
6204531000006112	Acute myeloid leukaemia, minimal differentiation, FAB M0	359631009	Aurum	haematological	Leukaemia	1				
2534415018	Acute monocytic leukaemia	413441006	Aurum	haematological	Leukaemia	1				
6847821000006117	Chronic myeloid leukaemia in lymphoid blast crisis	413842007	Aurum	haematological	Leukaemia	1				
6847851000006114	Chronic myeloid leukemia in myeloid blast crisis	413843002	Aurum	haematological	Leukaemia	1				
6847911000006118	Chronic phase chronic myeloid leukemia	413847001	Aurum	haematological	Leukaemia	1				
2871720012	Juvenile myelomonocytic leukaemia	445227008	Aurum	haematological	Leukaemia	1				
7308311000006114	Acute myeloid leukaemia with myelodysplasia-related changes	445448008	Aurum	haematological	Leukaemia	1				
1815631000006115	Philadelphia chromosome positive chronic myelogenous leukaemia	449108003	Aurum	haematological	Leukaemia	1				
474604011	Philadelphia chromosome negative chronic myelogenous leukaemia	449386007	Aurum	haematological	Leukaemia	1				
7527551000006112	T-cell large granular lymphocytic leukaemia	699818003	Aurum	haematological	Leukaemia	1				
2124991000000117	Acute myeloid leukaemia with 11q23 abnormality	815361000000107	Aurum	haematological	Leukaemia	1				
2233381000000115	Clinical stage A chronic lymphocytic leukaemia	863741000000108	Aurum	haematological	Leukaemia	1				1
2233421000000112	Clinical stage B chronic lymphocytic leukaemia	863761000000109	Aurum	haematological	Leukaemia	1				1
2233461000000116	Clinical stage C chronic lymphocytic leukaemia	863781000000100	Aurum	haematological	Leukaemia	1				1
289964018	Acute leukaemia	91855006	Aurum	haematological	Leukaemia	1				
3992621000006112	Acute lymphoid leukemia	91857003	Aurum	haematological	Leukaemia	1				
3992721000006116	Acute myeloid leukemia	91861009	Aurum	haematological	Leukaemia	1				
289967013	Chronic leukaemia	92812005	Aurum	haematological	Leukaemia	1				
201652012	Chronic lymphoid leukaemia	92814006	Aurum	haematological	Leukaemia	1				
201656010	Chronic myeloid leukaemia	92818009	Aurum	haematological	Leukaemia	1				
289972016	Leukaemia	93143009	Aurum	haematological	Leukaemia	1				
510218013	Leukaemic reticuloendotheliosis of intrathoracic lymph nodes	93146001	Aurum	haematological	Leukaemia	1				
292018012	Erythroleukaemia	93451002	Aurum	haematological	Leukaemia	1				
201743012	Plasma cell leukaemia	95210003	Aurum	haematological	Leukaemia	1				
201612010	Acute myeloid leukaemia	91861009	Aurum	haematological	Leukaemia	1				
289876019	Lymphoid leukaemia	188725004	Aurum	haematological	Leukaemia	1				
289880012	Subacute lymphoid leukaemia	188726003	Aurum	haematological	Leukaemia	1				
289881011	Other lymphoid leukaemia	188725004	Aurum	haematological	Leukaemia	1				
289888017	Other lymphoid leukaemia NOS	188725004	Aurum	haematological	Leukaemia	1				
289889013	Lymphoid leukaemia NOS	188725004	Aurum	haematological	Leukaemia	1				
289898011	Chronic neutrophilic leukaemia	188734009	Aurum	haematological	Leukaemia	1				
289900013	Chronic myeloid leukaemia NOS	92818009	Aurum	haematological	Leukaemia	1				
289907011	Other myeloid leukaemia	188732008	Aurum	haematological	Leukaemia	1				
289911017	Other myeloid leukaemia NOS	188732008	Aurum	haematological	Leukaemia	1				
289912012	Myeloid leukaemia NOS	188732008	Aurum	haematological	Leukaemia	1				
289917018	Monocytic leukaemia	188744006	Aurum	haematological	Leukaemia	1				
289919015	Monoblastic leukaemia	188744006	Aurum	haematological	Leukaemia	1				
289926015	Other monocytic leukaemia	188744006	Aurum	haematological	Leukaemia	1				
289928019	Aleukaemic monocytic leukaemia	188748009	Aurum	haematological	Leukaemia	1				
289930017	Other monocytic leukaemia NOS	188744006	Aurum	haematological	Leukaemia	1				
289933015	Monocytic leukaemia NOS	188744006	Aurum	haematological	Leukaemia	1				
289934014	Other specified leukaemia	93143009	Aurum	haematological	Leukaemia	1				
289949018	Megakaryocytic leukaemia	188754005	Aurum	haematological	Leukaemia	1				
289955011	Other and unspecified leukaemia	93143009	Aurum	haematological	Leukaemia	1				
289959017	Other and unspecified leukaemia NOS	93143009	Aurum	haematological	Leukaemia	1				
289960010	Other specified leukaemia NOS	93143009	Aurum	haematological	Leukaemia	1				
289963012	Leukaemia of unspecified cell type	93143009	Aurum	haematological	Leukaemia	1				
289971011	Other leukaemia of unspecified cell type	93143009	Aurum	haematological	Leukaemia	1				
291984015	[M]Leukaemias unspecified	128931003	Aurum	haematological	Leukaemia	1				
291985019	[M]Leukaemia NOS	128931003	Aurum	haematological	Leukaemia	1				
291988017	[M]Subacute leukaemia NOS	128931003	Aurum	haematological	Leukaemia	1				
291992012	[M]Aleukaemic leukaemia NOS	128931003	Aurum	haematological	Leukaemia	1				
291995014	[M]Leukaemia unspecified, NOS	128931003	Aurum	haematological	Leukaemia	1				
291997018	[M]Mixed leukaemia	128931003	Aurum	haematological	Leukaemia	1				
292001013	[M]Compound leukaemia	128931003	Aurum	haematological	Leukaemia	1				
292002018	[M]Compound leukaemia NOS	128931003	Aurum	haematological	Leukaemia	1				
292005016	[M]Lymphoid leukaemias	128935007	Aurum	haematological	Leukaemia	1				
292006015	Acute lymphoblastic leukaemia - category	413440007	Aurum	haematological	Leukaemia	1				
292009010	[M]Subacute lymphoid leukaemia	128935007	Aurum	haematological	Leukaemia	1				
292010017	[M]Aleukaemic lymphoid leukaemia	128931003	Aurum	haematological	Leukaemia	1				
292014014	[M]Plasma cell leukaemias	128922003	Aurum	haematological	Leukaemia	1				
292017019	Plasma cell leukaemia	128922003	Aurum	haematological	Leukaemia	1				
292024018	[M]Erythroleukaemia NOS	14317002	Aurum	haematological	Leukaemia	1				
292028015	[M]Lymphosarcoma cell leukaemia	128931003	Aurum	haematological	Leukaemia	1				
292031019	[M]Lymphosarcoma cell leukaemia NOS	128931003	Aurum	haematological	Leukaemia	1				
292032014	[M]Myeloid leukaemias	128934006	Aurum	haematological	Leukaemia	1				
292035011	[M]Subacute myeloid leukaemia	128934006	Aurum	haematological	Leukaemia	1				
292036012	[M]Aleukaemic myeloid leukaemia	128931003	Aurum	haematological	Leukaemia	1				
292039017	[M]Neutrophilic leukaemia	128931003	Aurum	haematological	Leukaemia	1				
292041016	[M]Other myeloid leukaemia NOS	128934006	Aurum	haematological	Leukaemia	1				
292042011	[M]Basophilic leukaemias	69077002	Aurum	haematological	Leukaemia	1				
292045013	[M]Basophilic leukaemia NOS	69077002	Aurum	haematological	Leukaemia	1				
292046014	[M]Eosinophilic leukaemias	190055003	Aurum	haematological	Leukaemia	1				
292050019	Eosinophilic leukaemia	190055003	Aurum	haematological	Leukaemia	1				
292053017	[M]Monocytic leukaemias	128931003	Aurum	haematological	Leukaemia	1				
292062015	Monocytic leukaemia	37810007	Aurum	haematological	Leukaemia	1				
292065018	[M]Miscellaneous leukaemias	128931003	Aurum	haematological	Leukaemia	1				
292073010	[M]Acute megakaryoblastic leukaemia	52220008	Aurum	haematological	Leukaemia	1				
292077011	[M]Miscellaneous leukaemia NOS	128931003	Aurum	haematological	Leukaemia	1				
292177013	[X]Other lymphoid leukaemia	188725004	Aurum	haematological	Leukaemia	1				
292178015	[X]Other myeloid leukaemia	188732008	Aurum	haematological	Leukaemia	1				
292181013	[X]Other monocytic leukaemia	188744006	Aurum	haematological	Leukaemia	1				
292182018	[X]Other specified leukaemias	93143009	Aurum	haematological	Leukaemia	1				
292185016	[X]Other leukaemia of unspecified cell type	93143009	Aurum	haematological	Leukaemia	1				
294272012	Infantile pseudoleukaemia	191273000	Aurum	haematological	Leukaemia	1				
414008012	B-cell chronic lymphocytic leukaemia	277473004	Aurum	haematological	Leukaemia	1				
414160018	B-cell acute lymphoblastic leukaemia	277571004	Aurum	haematological	Leukaemia	1				
460266010	[V]Personal history of leukaemia	161436008	Aurum	haematological	Leukaemia	1			1	
474077018	Chronic myelomonocytic leukaemia	127225006	Aurum	haematological	Leukaemia	1				
509741017	Acute lymphoid leukaemia	91857003	Aurum	haematological	Leukaemia	1				
1216014013	[M]Plasma cell leukaemia	128922003	Aurum	haematological	Leukaemia	1				
1216015014	[M]Prolymphocytic leukaemia	128923008	Aurum	haematological	Leukaemia	1				
1216016010	[M]Mast cell leukaemia	128924002	Aurum	haematological	Leukaemia	1				
1216029010	Erythroleukaemia	93451002	Aurum	haematological	Leukaemia	1				
1216160012	[M]Acute leukaemia NOS	24072005	Aurum	haematological	Leukaemia	1				
1216284012	[M]Acute promyelocytic leukaemia	28950004	Aurum	haematological	Leukaemia	1				
1216346016	[M]Acute myelomonocytic leukaemia	30962008	Aurum	haematological	Leukaemia	1				
1216360019	[V]Personal history of lymphoid leukaemia	161436008	Aurum	haematological	Leukaemia	1			1	
1216361015	[V]Personal history of myeloid leukaemia	161436008	Aurum	haematological	Leukaemia	1			1	
1216362010	[V]Personal history of monocytic leukaemia	161436008	Aurum	haematological	Leukaemia	1			1	
1216396015	[M]Lymphoid leukaemia NOS	32280000	Aurum	haematological	Leukaemia	1				
1216572014	[M]Myeloid leukaemia NOS	37810007	Aurum	haematological	Leukaemia	1				
1216729017	[M]Hairy cell leukaemia	54087003	Aurum	haematological	Leukaemia	1				
1216809013	[M]Chronic myeloid leukaemia	63364005	Aurum	haematological	Leukaemia	1				
1216868019	[M]Basophilic leukaemia	69077002	Aurum	haematological	Leukaemia	1				
1216940017	[M]Adult T-cell leukaemia/lymphoma	77430005	Aurum	haematological	Leukaemia	1				
2872264019	Acute myeloid leukaemia with multilineage dysplasia	445448008	Aurum	haematological	Leukaemia	1				
2872860018	Mature B-cell leukaemia Burkitt-type	277571004	Aurum	haematological	Leukaemia	1				
304331000006110	Acute myeloid leukaemia, M6 type	14317002	Aurum	haematological	Leukaemia	1				
304381000006111	Acute monocytic leukaemia	22331004	Aurum	haematological	Leukaemia	1				
304401000006111	Acute myeloid leukaemia	17788007	Aurum	haematological	Leukaemia	1				
305141000006119	[M]Aleukaemic monocytic leukaemia	87163000	Aurum	haematological	Leukaemia	1				
306001000006110	[M]Blast cell leukaemia	24072005	Aurum	haematological	Leukaemia	1				
306011000006113	[M]Blastic leukaemia	24072005	Aurum	haematological	Leukaemia	1				
306171000006115	[M]Burkitt's cell leukaemia	22197008	Aurum	haematological	Leukaemia	1				
306921000006118	Chronic leukaemia (category)	128933000	Aurum	haematological	Leukaemia	1				
306931000006115	Chronic lymphoid leukaemia	51092000	Aurum	haematological	Leukaemia	1				
306951000006110	[M]Chronic monocytic leukaemia	87163000	Aurum	haematological	Leukaemia	1				
306971000006117	Chronic myelomonocytic leukaemia	128831004	Aurum	haematological	Leukaemia	1				
308041000006113	[M]Eosinophilic leukaemia	190055003	Aurum	haematological	Leukaemia	1				
309521000006115	[M]Granulocytic leukaemia NOS	37810007	Aurum	haematological	Leukaemia	1				
309941000006119	[M]Histiocytic leukaemia	87163000	Aurum	haematological	Leukaemia	1				
310991000006116	[M]Leukaemia NOS	128931003	Aurum	haematological	Leukaemia	1				
311021000006113	Leukaemia morphology	87163000	Aurum	haematological	Leukaemia	1				
311041000006118	Hairy cell leukaemia	54087003	Aurum	haematological	Leukaemia	1				
311311000006115	[M]Lymphatic leukaemia	32280000	Aurum	haematological	Leukaemia	1				
311511000006114	[M]Lymphosarcoma cell leukaemias	128931003	Aurum	haematological	Leukaemia	1				
312211000006119	Acute megakaryoblastic leukaemia	52220008	Aurum	haematological	Leukaemia	1				
312961000006113	[M]Monocytic leukaemia NOS	87163000	Aurum	haematological	Leukaemia	1				
314521000006116	Lymphoid leukaemia	32280000	Aurum	haematological	Leukaemia	1				
316171000006117	[M]Schilling-type monocytic leukaemia	87163000	Aurum	haematological	Leukaemia	1				
